t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
9.98,local,medium,run_01,fog_cloud_down,drone1,98.08,IDLE
10.02,local,medium,run_01,fog_cloud_down,drone0,97.36,IDLE+AI
10.97,local,medium,run_01,fog_cloud_down,drone2,98.72,IDLE+AI
10.98,local,medium,run_01,fog_cloud_down,drone1,98.06,IDLE
11.02,local,medium,run_01,fog_cloud_down,drone0,97.34,IDLE
11.97,local,medium,run_01,fog_cloud_down,drone2,98.64,IDLE+AI
11.98,local,medium,run_01,fog_cloud_down,drone1,97.98,IDLE+AI
12.02,local,medium,run_01,fog_cloud_down,drone0,97.32,IDLE
12.97,local,medium,run_01,fog_cloud_down,drone2,98.56,IDLE+AI
12.98,local,medium,run_01,fog_cloud_down,drone1,97.9,IDLE+AI
13.02,local,medium,run_01,fog_cloud_down,drone0,97.3,IDLE
13.97,local,medium,run_01,fog_cloud_down,drone2,98.48,IDLE+AI
13.98,local,medium,run_01,fog_cloud_down,drone1,97.82,IDLE+AI
14.02,local,medium,run_01,fog_cloud_down,drone0,97.22,IDLE+AI
14.97,local,medium,run_01,fog_cloud_down,drone2,98.46,IDLE
14.98,local,medium,run_01,fog_cloud_down,drone1,97.74,IDLE+AI
15.02,local,medium,run_01,fog_cloud_down,drone0,97.14,IDLE+AI
15.97,local,medium,run_01,fog_cloud_down,drone2,98.44,IDLE
15.98,local,medium,run_01,fog_cloud_down,drone1,97.72,IDLE
16.02,local,medium,run_01,fog_cloud_down,drone0,97.06,IDLE+AI
16.97,local,medium,run_01,fog_cloud_down,drone2,98.42,IDLE
16.98,local,medium,run_01,fog_cloud_down,drone1,97.7,IDLE
17.02,local,medium,run_01,fog_cloud_down,drone0,96.98,IDLE+AI
17.97,local,medium,run_01,fog_cloud_down,drone2,98.34,IDLE+AI
17.98,local,medium,run_01,fog_cloud_down,drone1,97.68,IDLE
18.02,local,medium,run_01,fog_cloud_down,drone0,96.96,IDLE
18.97,local,medium,run_01,fog_cloud_down,drone2,98.26,IDLE+AI
18.98,local,medium,run_01,fog_cloud_down,drone1,97.6,IDLE+AI
19.02,local,medium,run_01,fog_cloud_down,drone0,96.94,IDLE
19.97,local,medium,run_01,fog_cloud_down,drone2,98.18,IDLE+AI
19.98,local,medium,run_01,fog_cloud_down,drone1,97.52,IDLE+AI
20.02,local,medium,run_01,fog_cloud_down,drone0,96.92,IDLE
20.97,local,medium,run_01,fog_cloud_down,drone2,98.1,IDLE+AI
20.98,local,medium,run_01,fog_cloud_down,drone1,97.44,IDLE+AI
21.02,local,medium,run_01,fog_cloud_down,drone0,96.84,IDLE+AI
21.97,local,medium,run_01,fog_cloud_down,drone2,98.08,IDLE
21.98,local,medium,run_01,fog_cloud_down,drone1,97.36,IDLE+AI
22.02,local,medium,run_01,fog_cloud_down,drone0,96.76,IDLE+AI
22.97,local,medium,run_01,fog_cloud_down,drone2,98.06,IDLE
22.97,local,medium,run_01,fog_cloud_down,drone1,97.34,IDLE
23.02,local,medium,run_01,fog_cloud_down,drone0,96.68,IDLE+AI
23.97,local,medium,run_01,fog_cloud_down,drone2,98.04,IDLE
23.98,local,medium,run_01,fog_cloud_down,drone1,97.32,IDLE
24.02,local,medium,run_01,fog_cloud_down,drone0,96.6,IDLE+AI
24.97,local,medium,run_01,fog_cloud_down,drone2,97.84,EN_ROUTE+AI
24.98,local,medium,run_01,fog_cloud_down,drone1,97.18,EN_ROUTE
25.02,local,medium,run_01,fog_cloud_down,drone0,96.46,EN_ROUTE
25.97,local,medium,run_01,fog_cloud_down,drone1,96.98,EN_ROUTE+AI
25.98,local,medium,run_01,fog_cloud_down,drone2,97.64,EN_ROUTE+AI
26.02,local,medium,run_01,fog_cloud_down,drone0,96.32,EN_ROUTE
26.97,local,medium,run_01,fog_cloud_down,drone2,97.44,EN_ROUTE+AI
26.97,local,medium,run_01,fog_cloud_down,drone1,96.78,EN_ROUTE+AI
27.02,local,medium,run_01,fog_cloud_down,drone0,96.18,EN_ROUTE
27.97,local,medium,run_01,fog_cloud_down,drone2,97.24,EN_ROUTE+AI
27.98,local,medium,run_01,fog_cloud_down,drone1,96.58,EN_ROUTE+AI
28.02,local,medium,run_01,fog_cloud_down,drone0,95.98,EN_ROUTE+AI
28.97,local,medium,run_01,fog_cloud_down,drone2,97.1,EN_ROUTE
28.97,local,medium,run_01,fog_cloud_down,drone1,96.38,EN_ROUTE+AI
29.02,local,medium,run_01,fog_cloud_down,drone0,95.78,EN_ROUTE+AI
29.97,local,medium,run_01,fog_cloud_down,drone2,96.96,EN_ROUTE
29.98,local,medium,run_01,fog_cloud_down,drone1,96.24,EN_ROUTE
30.02,local,medium,run_01,fog_cloud_down,drone0,95.58,EN_ROUTE+AI
30.97,local,medium,run_01,fog_cloud_down,drone2,96.82,EN_ROUTE
30.98,local,medium,run_01,fog_cloud_down,drone1,96.1,EN_ROUTE
31.02,local,medium,run_01,fog_cloud_down,drone0,95.38,EN_ROUTE+AI
31.97,local,medium,run_01,fog_cloud_down,drone2,96.62,EN_ROUTE+AI
31.98,local,medium,run_01,fog_cloud_down,drone1,95.96,EN_ROUTE
32.02,local,medium,run_01,fog_cloud_down,drone0,95.24,EN_ROUTE
32.97,local,medium,run_01,fog_cloud_down,drone2,96.42,EN_ROUTE+AI
32.98,local,medium,run_01,fog_cloud_down,drone1,95.76,EN_ROUTE+AI
33.02,local,medium,run_01,fog_cloud_down,drone0,95.1,EN_ROUTE
33.97,local,medium,run_01,fog_cloud_down,drone2,96.22,EN_ROUTE+AI
33.98,local,medium,run_01,fog_cloud_down,drone1,95.56,EN_ROUTE+AI
34.02,local,medium,run_01,fog_cloud_down,drone0,94.96,EN_ROUTE
34.97,local,medium,run_01,fog_cloud_down,drone2,96.02,EN_ROUTE+AI
34.98,local,medium,run_01,fog_cloud_down,drone1,95.36,EN_ROUTE+AI
35.02,local,medium,run_01,fog_cloud_down,drone0,94.76,EN_ROUTE+AI
35.98,local,medium,run_01,fog_cloud_down,drone2,95.88,EN_ROUTE
35.98,local,medium,run_01,fog_cloud_down,drone1,95.16,EN_ROUTE+AI
36.02,local,medium,run_01,fog_cloud_down,drone0,94.56,EN_ROUTE+AI
36.97,local,medium,run_01,fog_cloud_down,drone2,95.74,EN_ROUTE
36.98,local,medium,run_01,fog_cloud_down,drone1,95.02,EN_ROUTE
37.02,local,medium,run_01,fog_cloud_down,drone0,94.36,EN_ROUTE+AI
37.97,local,medium,run_01,fog_cloud_down,drone2,95.6,EN_ROUTE
37.98,local,medium,run_01,fog_cloud_down,drone1,94.88,EN_ROUTE
38.02,local,medium,run_01,fog_cloud_down,drone0,94.16,EN_ROUTE+AI
38.97,local,medium,run_01,fog_cloud_down,drone2,95.4,EN_ROUTE+AI
38.98,local,medium,run_01,fog_cloud_down,drone1,94.68,EN_ROUTE+AI
39.02,local,medium,run_01,fog_cloud_down,drone0,94.02,EN_ROUTE
39.97,local,medium,run_01,fog_cloud_down,drone2,95.2,EN_ROUTE+AI
39.98,local,medium,run_01,fog_cloud_down,drone1,94.48,EN_ROUTE+AI
40.02,local,medium,run_01,fog_cloud_down,drone0,93.88,EN_ROUTE
40.97,local,medium,run_01,fog_cloud_down,drone2,95.0,EN_ROUTE+AI
40.98,local,medium,run_01,fog_cloud_down,drone1,94.28,EN_ROUTE+AI
41.02,local,medium,run_01,fog_cloud_down,drone0,93.74,EN_ROUTE
41.97,local,medium,run_01,fog_cloud_down,drone2,94.8,EN_ROUTE+AI
41.98,local,medium,run_01,fog_cloud_down,drone1,94.08,EN_ROUTE+AI
42.02,local,medium,run_01,fog_cloud_down,drone0,93.54,EN_ROUTE+AI
42.97,local,medium,run_01,fog_cloud_down,drone2,94.66,EN_ROUTE
42.98,local,medium,run_01,fog_cloud_down,drone1,93.94,EN_ROUTE
43.02,local,medium,run_01,fog_cloud_down,drone0,93.34,EN_ROUTE+AI
43.97,local,medium,run_01,fog_cloud_down,drone2,94.52,EN_ROUTE
43.98,local,medium,run_01,fog_cloud_down,drone1,93.8,EN_ROUTE
44.02,local,medium,run_01,fog_cloud_down,drone0,93.14,EN_ROUTE+AI
44.97,local,medium,run_01,fog_cloud_down,drone2,94.32,EN_ROUTE+AI
44.98,local,medium,run_01,fog_cloud_down,drone1,93.6,EN_ROUTE+AI
45.02,local,medium,run_01,fog_cloud_down,drone0,92.94,EN_ROUTE+AI
45.97,local,medium,run_01,fog_cloud_down,drone2,94.12,EN_ROUTE+AI
45.98,local,medium,run_01,fog_cloud_down,drone1,93.4,EN_ROUTE+AI
46.02,local,medium,run_01,fog_cloud_down,drone0,92.8,EN_ROUTE
46.97,local,medium,run_01,fog_cloud_down,drone2,93.92,EN_ROUTE+AI
46.98,local,medium,run_01,fog_cloud_down,drone1,93.2,EN_ROUTE+AI
47.02,local,medium,run_01,fog_cloud_down,drone0,92.66,EN_ROUTE
47.97,local,medium,run_01,fog_cloud_down,drone2,93.72,EN_ROUTE+AI
47.98,local,medium,run_01,fog_cloud_down,drone1,93.0,EN_ROUTE+AI
48.02,local,medium,run_01,fog_cloud_down,drone0,92.46,EN_ROUTE+AI
48.97,local,medium,run_01,fog_cloud_down,drone2,93.58,EN_ROUTE
48.97,local,medium,run_01,fog_cloud_down,drone1,92.86,EN_ROUTE
49.02,local,medium,run_01,fog_cloud_down,drone0,92.26,EN_ROUTE+AI
49.97,local,medium,run_01,fog_cloud_down,drone2,93.44,EN_ROUTE
49.98,local,medium,run_01,fog_cloud_down,drone1,92.72,EN_ROUTE
50.02,local,medium,run_01,fog_cloud_down,drone0,92.06,EN_ROUTE+AI
50.97,local,medium,run_01,fog_cloud_down,drone2,93.24,EN_ROUTE+AI
50.97,local,medium,run_01,fog_cloud_down,drone1,92.52,EN_ROUTE+AI
51.02,local,medium,run_01,fog_cloud_down,drone0,91.86,EN_ROUTE+AI
51.97,local,medium,run_01,fog_cloud_down,drone2,93.04,EN_ROUTE+AI
51.98,local,medium,run_01,fog_cloud_down,drone1,92.32,EN_ROUTE+AI
52.02,local,medium,run_01,fog_cloud_down,drone0,91.72,EN_ROUTE
52.97,local,medium,run_01,fog_cloud_down,drone2,92.84,EN_ROUTE+AI
52.98,local,medium,run_01,fog_cloud_down,drone1,92.12,EN_ROUTE+AI
53.02,local,medium,run_01,fog_cloud_down,drone0,91.58,EN_ROUTE
53.97,local,medium,run_01,fog_cloud_down,drone2,92.64,EN_ROUTE+AI
53.98,local,medium,run_01,fog_cloud_down,drone1,91.92,EN_ROUTE+AI
54.03,local,medium,run_01,fog_cloud_down,drone0,91.44,EN_ROUTE
54.97,local,medium,run_01,fog_cloud_down,drone2,92.5,EN_ROUTE
54.98,local,medium,run_01,fog_cloud_down,drone1,91.78,EN_ROUTE
55.02,local,medium,run_01,fog_cloud_down,drone0,91.24,EN_ROUTE+AI
55.97,local,medium,run_01,fog_cloud_down,drone2,92.36,EN_ROUTE
55.98,local,medium,run_01,fog_cloud_down,drone1,91.64,EN_ROUTE
56.02,local,medium,run_01,fog_cloud_down,drone0,91.04,EN_ROUTE+AI
56.97,local,medium,run_01,fog_cloud_down,drone2,92.16,EN_ROUTE+AI
56.98,local,medium,run_01,fog_cloud_down,drone1,91.5,EN_ROUTE
57.02,local,medium,run_01,fog_cloud_down,drone0,90.84,EN_ROUTE+AI
57.98,local,medium,run_01,fog_cloud_down,drone2,91.96,EN_ROUTE+AI
57.98,local,medium,run_01,fog_cloud_down,drone1,91.36,EN_ROUTE
58.02,local,medium,run_01,fog_cloud_down,drone0,90.64,EN_ROUTE+AI
58.97,local,medium,run_01,fog_cloud_down,drone2,91.76,EN_ROUTE+AI
58.98,local,medium,run_01,fog_cloud_down,drone1,91.16,EN_ROUTE+AI
59.02,local,medium,run_01,fog_cloud_down,drone0,90.5,EN_ROUTE
59.97,local,medium,run_01,fog_cloud_down,drone2,91.56,EN_ROUTE+AI
59.97,local,medium,run_01,fog_cloud_down,drone1,90.96,EN_ROUTE+AI
60.02,local,medium,run_01,fog_cloud_down,drone0,90.36,EN_ROUTE
60.97,local,medium,run_01,fog_cloud_down,drone2,91.42,EN_ROUTE
60.97,local,medium,run_01,fog_cloud_down,drone1,90.76,EN_ROUTE+AI
61.02,local,medium,run_01,fog_cloud_down,drone0,90.16,EN_ROUTE+AI
61.97,local,medium,run_01,fog_cloud_down,drone2,91.28,EN_ROUTE
61.98,local,medium,run_01,fog_cloud_down,drone1,90.56,EN_ROUTE+AI
62.02,local,medium,run_01,fog_cloud_down,drone0,89.96,EN_ROUTE+AI
62.97,local,medium,run_01,fog_cloud_down,drone2,91.14,EN_ROUTE
62.98,local,medium,run_01,fog_cloud_down,drone1,90.42,EN_ROUTE
63.02,local,medium,run_01,fog_cloud_down,drone0,89.76,EN_ROUTE+AI
63.97,local,medium,run_01,fog_cloud_down,drone2,90.94,EN_ROUTE+AI
63.98,local,medium,run_01,fog_cloud_down,drone1,90.28,EN_ROUTE
64.02,local,medium,run_01,fog_cloud_down,drone0,89.56,EN_ROUTE+AI
64.97,local,medium,run_01,fog_cloud_down,drone2,90.74,EN_ROUTE+AI
64.98,local,medium,run_01,fog_cloud_down,drone1,90.08,EN_ROUTE+AI
65.02,local,medium,run_01,fog_cloud_down,drone0,89.42,EN_ROUTE
65.97,local,medium,run_01,fog_cloud_down,drone2,90.54,EN_ROUTE+AI
65.98,local,medium,run_01,fog_cloud_down,drone1,89.88,EN_ROUTE+AI
66.02,local,medium,run_01,fog_cloud_down,drone0,89.28,EN_ROUTE
66.97,local,medium,run_01,fog_cloud_down,drone2,90.34,EN_ROUTE+AI
66.98,local,medium,run_01,fog_cloud_down,drone1,89.68,EN_ROUTE+AI
67.02,local,medium,run_01,fog_cloud_down,drone0,89.14,EN_ROUTE
67.97,local,medium,run_01,fog_cloud_down,drone2,90.2,EN_ROUTE
67.98,local,medium,run_01,fog_cloud_down,drone1,89.48,EN_ROUTE+AI
68.02,local,medium,run_01,fog_cloud_down,drone0,88.94,EN_ROUTE+AI
68.97,local,medium,run_01,fog_cloud_down,drone2,90.06,EN_ROUTE
68.98,local,medium,run_01,fog_cloud_down,drone1,89.34,EN_ROUTE
69.02,local,medium,run_01,fog_cloud_down,drone0,88.74,EN_ROUTE+AI
69.97,local,medium,run_01,fog_cloud_down,drone2,89.92,EN_ROUTE
69.98,local,medium,run_01,fog_cloud_down,drone1,89.2,EN_ROUTE
70.02,local,medium,run_01,fog_cloud_down,drone0,88.54,EN_ROUTE+AI
70.97,local,medium,run_01,fog_cloud_down,drone2,89.72,EN_ROUTE+AI
70.98,local,medium,run_01,fog_cloud_down,drone1,89.0,EN_ROUTE+AI
71.02,local,medium,run_01,fog_cloud_down,drone0,88.34,EN_ROUTE+AI
71.97,local,medium,run_01,fog_cloud_down,drone2,89.52,EN_ROUTE+AI
71.97,local,medium,run_01,fog_cloud_down,drone1,88.8,EN_ROUTE+AI
72.02,local,medium,run_01,fog_cloud_down,drone0,88.2,EN_ROUTE
72.97,local,medium,run_01,fog_cloud_down,drone2,89.32,EN_ROUTE+AI
72.98,local,medium,run_01,fog_cloud_down,drone1,88.6,EN_ROUTE+AI
73.02,local,medium,run_01,fog_cloud_down,drone0,88.06,EN_ROUTE
73.97,local,medium,run_01,fog_cloud_down,drone2,89.12,EN_ROUTE+AI
73.98,local,medium,run_01,fog_cloud_down,drone1,88.4,EN_ROUTE+AI
74.02,local,medium,run_01,fog_cloud_down,drone0,87.92,EN_ROUTE
74.97,local,medium,run_01,fog_cloud_down,drone2,88.98,EN_ROUTE
74.98,local,medium,run_01,fog_cloud_down,drone1,88.26,EN_ROUTE
75.02,local,medium,run_01,fog_cloud_down,drone0,87.72,EN_ROUTE+AI
75.97,local,medium,run_01,fog_cloud_down,drone2,88.84,EN_ROUTE
75.97,local,medium,run_01,fog_cloud_down,drone1,88.12,EN_ROUTE
76.02,local,medium,run_01,fog_cloud_down,drone0,87.52,EN_ROUTE+AI
76.97,local,medium,run_01,fog_cloud_down,drone2,88.7,EN_ROUTE
76.98,local,medium,run_01,fog_cloud_down,drone1,87.98,EN_ROUTE
77.02,local,medium,run_01,fog_cloud_down,drone0,87.32,EN_ROUTE+AI
77.97,local,medium,run_01,fog_cloud_down,drone2,88.5,EN_ROUTE+AI
77.98,local,medium,run_01,fog_cloud_down,drone1,87.78,EN_ROUTE+AI
78.02,local,medium,run_01,fog_cloud_down,drone0,87.12,EN_ROUTE+AI
78.97,local,medium,run_01,fog_cloud_down,drone2,88.3,EN_ROUTE+AI
78.98,local,medium,run_01,fog_cloud_down,drone1,87.58,EN_ROUTE+AI
79.02,local,medium,run_01,fog_cloud_down,drone0,86.98,EN_ROUTE
79.98,local,medium,run_01,fog_cloud_down,drone2,88.1,EN_ROUTE+AI
79.98,local,medium,run_01,fog_cloud_down,drone1,87.38,EN_ROUTE+AI
80.02,local,medium,run_01,fog_cloud_down,drone0,86.84,EN_ROUTE
80.97,local,medium,run_01,fog_cloud_down,drone2,87.9,EN_ROUTE+AI
80.98,local,medium,run_01,fog_cloud_down,drone1,87.18,EN_ROUTE+AI
81.02,local,medium,run_01,fog_cloud_down,drone0,86.7,EN_ROUTE
81.97,local,medium,run_01,fog_cloud_down,drone2,87.76,EN_ROUTE
81.98,local,medium,run_01,fog_cloud_down,drone1,87.04,EN_ROUTE
82.02,local,medium,run_01,fog_cloud_down,drone0,86.5,EN_ROUTE+AI
82.97,local,medium,run_01,fog_cloud_down,drone2,87.62,EN_ROUTE
82.98,local,medium,run_01,fog_cloud_down,drone1,86.9,EN_ROUTE
83.02,local,medium,run_01,fog_cloud_down,drone0,86.3,EN_ROUTE+AI
83.97,local,medium,run_01,fog_cloud_down,drone2,87.42,EN_ROUTE+AI
83.98,local,medium,run_01,fog_cloud_down,drone1,86.76,EN_ROUTE
84.02,local,medium,run_01,fog_cloud_down,drone0,86.1,EN_ROUTE+AI
84.97,local,medium,run_01,fog_cloud_down,drone2,87.22,EN_ROUTE+AI
84.98,local,medium,run_01,fog_cloud_down,drone1,86.56,EN_ROUTE+AI
85.02,local,medium,run_01,fog_cloud_down,drone0,85.9,EN_ROUTE+AI
85.97,local,medium,run_01,fog_cloud_down,drone2,87.04,SCANNING+AI
85.98,local,medium,run_01,fog_cloud_down,drone1,86.36,EN_ROUTE+AI
86.02,local,medium,run_01,fog_cloud_down,drone0,85.76,EN_ROUTE
86.98,local,medium,run_01,fog_cloud_down,drone2,86.86,SCANNING+AI
86.98,local,medium,run_01,fog_cloud_down,drone1,86.18,SCANNING+AI
87.02,local,medium,run_01,fog_cloud_down,drone0,85.62,EN_ROUTE
87.97,local,medium,run_01,fog_cloud_down,drone2,86.74,SCANNING
87.98,local,medium,run_01,fog_cloud_down,drone1,86.0,SCANNING+AI
88.02,local,medium,run_01,fog_cloud_down,drone0,85.42,EN_ROUTE+AI
88.97,local,medium,run_01,fog_cloud_down,drone2,86.62,SCANNING
88.98,local,medium,run_01,fog_cloud_down,drone1,85.88,SCANNING
89.02,local,medium,run_01,fog_cloud_down,drone0,85.22,EN_ROUTE+AI
89.97,local,medium,run_01,fog_cloud_down,drone2,86.5,SCANNING
89.98,local,medium,run_01,fog_cloud_down,drone1,85.76,SCANNING
90.02,local,medium,run_01,fog_cloud_down,drone0,85.02,EN_ROUTE+AI
90.97,local,medium,run_01,fog_cloud_down,drone2,86.32,SCANNING+AI
90.98,local,medium,run_01,fog_cloud_down,drone1,85.64,SCANNING
91.02,local,medium,run_01,fog_cloud_down,drone0,84.82,EN_ROUTE+AI
91.97,local,medium,run_01,fog_cloud_down,drone2,86.14,SCANNING+AI
91.98,local,medium,run_01,fog_cloud_down,drone1,85.46,SCANNING+AI
92.02,local,medium,run_01,fog_cloud_down,drone0,84.68,EN_ROUTE
92.97,local,medium,run_01,fog_cloud_down,drone2,85.96,SCANNING+AI
92.98,local,medium,run_01,fog_cloud_down,drone1,85.28,SCANNING+AI
93.02,local,medium,run_01,fog_cloud_down,drone0,84.56,SCANNING
93.97,local,medium,run_01,fog_cloud_down,drone2,85.78,SCANNING+AI
93.98,local,medium,run_01,fog_cloud_down,drone1,85.1,SCANNING+AI
94.02,local,medium,run_01,fog_cloud_down,drone0,84.44,SCANNING
94.97,local,medium,run_01,fog_cloud_down,drone2,85.66,SCANNING
94.98,local,medium,run_01,fog_cloud_down,drone1,84.92,SCANNING+AI
95.02,local,medium,run_01,fog_cloud_down,drone0,84.26,SCANNING+AI
95.97,local,medium,run_01,fog_cloud_down,drone2,85.54,SCANNING
95.98,local,medium,run_01,fog_cloud_down,drone1,84.8,SCANNING
96.02,local,medium,run_01,fog_cloud_down,drone0,84.08,SCANNING+AI
96.97,local,medium,run_01,fog_cloud_down,drone2,85.42,SCANNING
96.98,local,medium,run_01,fog_cloud_down,drone1,84.68,SCANNING
97.02,local,medium,run_01,fog_cloud_down,drone0,83.9,SCANNING+AI
97.97,local,medium,run_01,fog_cloud_down,drone2,85.3,SCANNING
97.98,local,medium,run_01,fog_cloud_down,drone1,84.56,SCANNING
98.02,local,medium,run_01,fog_cloud_down,drone0,83.72,SCANNING+AI
98.97,local,medium,run_01,fog_cloud_down,drone2,85.12,SCANNING+AI
98.98,local,medium,run_01,fog_cloud_down,drone1,84.44,SCANNING
99.02,local,medium,run_01,fog_cloud_down,drone0,83.6,SCANNING
99.97,local,medium,run_01,fog_cloud_down,drone2,84.94,SCANNING+AI
99.98,local,medium,run_01,fog_cloud_down,drone1,84.26,SCANNING+AI
100.02,local,medium,run_01,fog_cloud_down,drone0,83.48,SCANNING
100.97,local,medium,run_01,fog_cloud_down,drone2,84.76,SCANNING+AI
100.98,local,medium,run_01,fog_cloud_down,drone1,84.08,SCANNING+AI
101.02,local,medium,run_01,fog_cloud_down,drone0,83.36,SCANNING
101.97,local,medium,run_01,fog_cloud_down,drone2,84.58,SCANNING+AI
101.98,local,medium,run_01,fog_cloud_down,drone1,83.9,SCANNING+AI
102.02,local,medium,run_01,fog_cloud_down,drone0,83.24,SCANNING
102.97,local,medium,run_01,fog_cloud_down,drone2,84.46,SCANNING
102.98,local,medium,run_01,fog_cloud_down,drone1,83.72,SCANNING+AI
103.02,local,medium,run_01,fog_cloud_down,drone0,83.06,SCANNING+AI
103.97,local,medium,run_01,fog_cloud_down,drone2,84.34,SCANNING
103.98,local,medium,run_01,fog_cloud_down,drone1,83.6,SCANNING
104.02,local,medium,run_01,fog_cloud_down,drone0,82.88,SCANNING+AI
104.97,local,medium,run_01,fog_cloud_down,drone2,84.22,SCANNING
104.98,local,medium,run_01,fog_cloud_down,drone1,83.48,SCANNING
105.02,local,medium,run_01,fog_cloud_down,drone0,82.7,SCANNING+AI
105.97,local,medium,run_01,fog_cloud_down,drone2,84.04,SCANNING+AI
105.98,local,medium,run_01,fog_cloud_down,drone1,83.36,SCANNING
106.02,local,medium,run_01,fog_cloud_down,drone0,82.52,SCANNING+AI
106.97,local,medium,run_01,fog_cloud_down,drone2,83.86,SCANNING+AI
106.98,local,medium,run_01,fog_cloud_down,drone1,83.18,SCANNING+AI
107.02,local,medium,run_01,fog_cloud_down,drone0,82.4,SCANNING
107.97,local,medium,run_01,fog_cloud_down,drone2,83.68,SCANNING+AI
107.97,local,medium,run_01,fog_cloud_down,drone1,83.0,SCANNING+AI
108.02,local,medium,run_01,fog_cloud_down,drone0,82.28,SCANNING
108.97,local,medium,run_01,fog_cloud_down,drone2,83.5,SCANNING+AI
108.98,local,medium,run_01,fog_cloud_down,drone1,82.82,SCANNING+AI
109.02,local,medium,run_01,fog_cloud_down,drone0,82.1,SCANNING+AI
109.97,local,medium,run_01,fog_cloud_down,drone2,83.38,SCANNING
109.98,local,medium,run_01,fog_cloud_down,drone1,82.64,SCANNING+AI
110.02,local,medium,run_01,fog_cloud_down,drone0,81.92,SCANNING+AI
110.97,local,medium,run_01,fog_cloud_down,drone2,83.26,SCANNING
110.98,local,medium,run_01,fog_cloud_down,drone1,82.52,SCANNING
111.02,local,medium,run_01,fog_cloud_down,drone0,81.74,SCANNING+AI
111.97,local,medium,run_01,fog_cloud_down,drone2,83.08,SCANNING+AI
111.97,local,medium,run_01,fog_cloud_down,drone1,82.4,SCANNING
112.02,local,medium,run_01,fog_cloud_down,drone0,81.56,SCANNING+AI
112.97,local,medium,run_01,fog_cloud_down,drone2,82.9,SCANNING+AI
112.98,local,medium,run_01,fog_cloud_down,drone1,82.22,SCANNING+AI
113.02,local,medium,run_01,fog_cloud_down,drone0,81.44,SCANNING
113.97,local,medium,run_01,fog_cloud_down,drone2,82.72,SCANNING+AI
113.98,local,medium,run_01,fog_cloud_down,drone1,82.04,SCANNING+AI
114.02,local,medium,run_01,fog_cloud_down,drone0,81.32,SCANNING
114.97,local,medium,run_01,fog_cloud_down,drone2,82.54,SCANNING+AI
114.98,local,medium,run_01,fog_cloud_down,drone1,81.86,SCANNING+AI
115.02,local,medium,run_01,fog_cloud_down,drone0,81.14,SCANNING+AI
115.97,local,medium,run_01,fog_cloud_down,drone2,82.42,SCANNING
115.98,local,medium,run_01,fog_cloud_down,drone1,81.68,SCANNING+AI
116.02,local,medium,run_01,fog_cloud_down,drone0,80.96,SCANNING+AI
116.97,local,medium,run_01,fog_cloud_down,drone2,82.3,SCANNING
116.97,local,medium,run_01,fog_cloud_down,drone1,81.56,SCANNING
117.02,local,medium,run_01,fog_cloud_down,drone0,80.78,SCANNING+AI
117.98,local,medium,run_01,fog_cloud_down,drone2,82.18,SCANNING
117.98,local,medium,run_01,fog_cloud_down,drone1,81.44,SCANNING
118.02,local,medium,run_01,fog_cloud_down,drone0,80.6,SCANNING+AI
118.97,local,medium,run_01,fog_cloud_down,drone2,82.0,SCANNING+AI
